ID,NAME,TELEPHONE,ADDRESS,CITY,STATE,ZIP,COUNTY,FIPS,X,Y
2028,ISLAND URGENT MEDICAL CARE,631-727-8032,1228 EAST MAIN STREET,RIVERHEAD,NY,11901,SUFFOLK,36103,-72.6497038,40.931643
2199,FOREST URGENT CARE CENTER,718-268-6808,108-10 72ND AVENUE,FOREST HILLS,NY,11375,QUEENS,36081,-73.8421963,40.7195593
2234,HEALTH CHECK,718-748-5482,8518 4TH AVENUE,BROOKLYN,NY,11209,KINGS,36047,-74.0285074,40.6230451
2248,BAY SHORE URGENT CARE,631-969-8700,40 BAY SHORE AVENUE,BAY SHORE,NY,11706,SUFFOLK,36103,-73.2481377,40.7249665
2249,GARDEN CITY URGENT MEDICAL CARE,516-279-6911,520 FRANKLIN AVENUE,GARDEN CITY,NY,11530,NASSAU,36059,-73.6335396,40.7232622
2250,Z MEDICAL CARE,516-802-5562,128 GLEN STREET,GLEN COVE,NY,11542,NASSAU,36059,-73.6267421,40.8632314
2261,MIDDLE COUNTRY MEDICAL CARE,631-698-1111,266 MIDDLE COUNTRY ROAD,CORAM,NY,11727,SUFFOLK,36103,-72.9955834,40.8708816
2263,FIRST MED URGENT CARE,516-294-8910,292 HERRICKS ROAD,MINEOLA,NY,11501,NASSAU,36059,-73.6573456,40.7447597
2274,LONG ISLAND GROUP DOCTORS IMMEDIATE CARE,631-752-7000,1111 BROADHOLLOW ROAD,FARMINGDALE,NY,11735,SUFFOLK,36103,-73.421629,40.7381393
2275,FLATLANDS MEDICAL AND URGENT CARE,718-927-1355,9613 FLATLANDS AVENUE,BROOKLYN,NY,11236,KINGS,36047,-73.9013696,40.6435874
2276,IMMEDIATE MEDICAL CARE,718-252-4414,2462 FLATBUSH AVENUE,BROOKLYN,NY,11234,KINGS,36047,-73.9234951,40.6101299
2277,NEW YORK URGENT CARE,516-605-0120,55 EAST OLD COUNTRY ROAD,HICKSVILLE,NY,11801,NASSAU,36059,-73.5167586,40.7645435
2281,SOUTHAMPTON IMMEDIATE CARE,631-287-2600,290 NORTH SEA ROAD,SOUTHAMPTON,NY,11968,SUFFOLK,36103,-72.3973775,40.89525
2282,THE MED STATION,516-759-5406,104 FOREST AVENUE,GLEN COVE,NY,11542,NASSAU,36059,-73.6213911,40.8731067
2285,BISHOP ORRIS MEDICAL CENTER URGENT CARE,718-613-7375,1536 BEDFORD AVENUE,BROOKLYN,NY,11216,KINGS,36047,-73.9554708,40.6706883
2330,FAMILY CARE MEDICAL CENTER,631-929-5900,6144 STATE HIGHWAY 25A,WADING RIVER,NY,11792,SUFFOLK,36103,-72.8336958,40.944975
2363,PRIME CARE MEDICAL,631-878-2222,504 MONTAUK HIGHWAY,CENTER MORICHES,NY,11934,SUFFOLK,36103,-72.7984738,40.7991199
2364,LONG ISLAND FAMILY MEDICAL GROUP - SAINT JAMES,631-862-6060,631 LAKE AVENUE,SAINT JAMES,NY,11780,SUFFOLK,36103,-73.1578893,40.8869591
2389,QUEENS/LONG ISLAND MEDICAL GROUP - HICKSVILLE MEDICAL CENTER,516-938-0100,350 SOUTH BROADWAY,HICKSVILLE,NY,11801,NASSAU,36059,-73.5164673,40.761146
2391,FIRST MED IMMEDIATE MEDICAL SERVICES OF QUEENS,718-805-9581,82-17 WOODHAVEN BOULEVARD,GLENDALE,NY,11385,QUEENS,36081,-73.8551115,40.7034348
2398,NEW YORK MEDICAL AND DIAGNOSTIC CENTER INCORPORATED,718-261-1000,80-46 KEW GARDENS ROAD,KEW GARDENS,NY,11415,QUEENS,36081,-73.8303633,40.7131246
2403,LONG ISLAND MEDICAL CARE SERVICES,631-587-6060,986 SUNRISE HIGHWAY,WEST BABYLON,NY,11704,SUFFOLK,36103,-73.3166304,40.716911
2404,FIRST CHOICE MEDICAL,631-325-2255,5 EASTPORT MANOR ROAD,EASTPORT,NY,11941,SUFFOLK,36103,-72.7341987,40.8275623
2409,HEARTLAND MEDICAL WALK-IN CARE,718-761-2800,251 RICHMOND HILL ROAD,STATEN ISLAND,NY,10314,RICHMOND,36085,-74.1602198,40.5851023
2424,CENTEREACH URGENT CARE,631-467-3600,18 EASTWOOD BOULEVARD,CENTEREACH,NY,11720,SUFFOLK,36103,-73.0788274,40.8598596
2431,MEDICENTER,631-423-5400,365 WEST JERICHO TURNPIKE,HUNTINGTON,NY,11743,SUFFOLK,36103,-73.4325768,40.8284086
2432,STAT-HEALTH IMMEDIATE MEDICAL CARE,631-360-5900,519 WEST JERICHO TURNPIKE,SMITHTOWN,NY,11787,SUFFOLK,36103,-73.2152564,40.858013
2493,STATCARE MEDICAL PROFESSIONAL LIMITED LIABILITY COMPANY,718-431-9870,1153 58TH STREET,BROOKLYN,NY,11219,KINGS,36047,-74.0002843,40.632015
2567,WESTSIDE MEDICAL CENTER,212-749-7400,137 WEST 96TH STREET,NEW YORK,NY,10025,NEW YORK,36061,-73.9687171,40.7936455
2765,FIRST CHOICE MEDICAL,631-585-5858,203 UNION AVENUE,HOLBROOK,NY,11741,SUFFOLK,36103,-73.08667,40.8119484
4095,WESTERN NEW YORK IMMEDIATE CARE - NIAGARA FALLS,716-564-2273,2099 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,ERIE,36029,-78.8216558,43.0110194
4105,EASTSIDE MEDICAL URGENT CARE,585-388-5280,2226 PENFIELD ROAD,PENFIELD,NY,14526,MONROE,36055,-77.4375854,43.1319701
4107,IMMEDIATE MEDICAL CARE ASSOCIATES,315-488-6393,5700 WEST GENESEE STREET,CAMILLUS,NY,13031,ONONDAGA,36067,-76.2945819,43.0406462
4119,QUIK MED URGENT CARE,315-785-7009,727 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,36045,-75.9121376,43.9664283
4120,WATERTOWN URGENT CARE,315-779-2273,457 GAFFNEY DRIVE,WATERTOWN,NY,13601,JEFFERSON,36045,-75.9398581,43.987025
4121,MEDICUS,845-564-1418,1418 UNION AVENUE,NEWBURGH,NY,12550,ORANGE,36071,-74.0700733,41.5230835
4131,TUG HILL URGENT CARE,315-376-2273,7518 SOUTH STATE STREET,LOWVILLE,NY,13367,LEWIS,36049,-75.4906401,43.7849696
4133,URGENT CARE OF WESTCHESTER,914-372-7171,155 WHITE PLAINS ROAD,TARRYTOWN,NY,10591,WESTCHESTER,36119,-73.8576216,41.064602
4138,IMMEDIATE MEDICAL CARE OF CENTRAL NEW YORK,315-682-0909,8240 CAZENOVIA ROAD,MANLIUS,NY,13104,ONONDAGA,36067,-75.9572008,42.9906488
4144,NEWTON MEDICAL ASSOCIATES,518-785-2662,588 NEW LOUDON ROAD,LATHAM,NY,12110,ALBANY,36001,-73.7610848,42.7276507
4145,REDDY CARE WALK-IN CLINIC,716-688-6161,6161 TRANSIT ROAD,EAST AMHERST,NY,14051,ERIE,36029,-78.6961536,43.0155792
4149,NEWTON MEDICAL,518-869-9692,1662 CENTRAL AVENUE,ALBANY,NY,12205,ALBANY,36001,-73.8377085,42.7213846
4150,FIRST CARE,518-439-9911,363 DELAWARE AVENUE,DELMAR,NY,12054,ALBANY,36001,-73.8325386,42.6224929
4159,PRIME CARE URGENT CARE,518-445-4444,400 PATROON CREEK BOULEVARD,ALBANY,NY,12206,ALBANY,36001,-73.8032295,42.6839151
4161,MEDFIRST URGENT CARE,716-929-2800,3980 SHERIDAN DRIVE,AMHERST,NY,14226,ERIE,36029,-78.7867646,42.9795046
4162,AFTER HOURS MEDICAL CARE,716-656-4355,120 GARDENVILLE PARKWAY WEST,BUFFALO,NY,14224,ERIE,36029,-78.7593879,42.8639647
4169,ORANGE URGENT CARE,845-703-2273,75 CRYSTAL RUN ROAD,MIDDLETOWN,NY,10941,ORANGE,36071,-74.3623856,41.4486021
4173,NORTH MEDICAL URGENT CARE,315-452-2333,5100 WEST TAFT ROAD,LIVERPOOL,NY,13088,ONONDAGA,36067,-76.160754,43.1200843
4176,CROUSE PROMPT CARE,315-470-2951,739 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,36067,-76.1374558,43.0411914
4182,NEWTON MEDICAL ASSOCIATES III,518-356-7818,2727 HAMBURG STREET,SCHENECTADY,NY,12303,SCHENECTADY,36093,-73.9349802,42.77361
4186,LOURDES WALK-IN SERVICE,607-771-7234,276 ROBINSON STREET,BINGHAMTON,NY,13904,BROOME,36007,-75.8784963,42.1078553
4199,EMURGENTCARE PROFESSIONAL LIMITED LIABILITY COMPANY,518-731-9000,11835 UNITED STATES HIGHWAY 9 WEST,WEST COXSACKIE,NY,12192,GREENE,36039,-73.8322775,42.3629049
4200,MOUNTAIN MEDICAL SERVICES URGENT CARE - LAKE PLACID,518-523-7575,1927 SARANAC AVENUE,LAKE PLACID,NY,12946,ESSEX,36031,-74.0124371,44.2942752
4212,OMNI MEDICAL CARE,845-566-6664,1400 STATE ROUTE 300,NEWBURGH,NY,12550,ORANGE,36071,-74.068472,41.51901
4213,CRYSTAL RUN HEALTHCARE,845-794-6999,61 EMERALD PLACE,ROCK HILL,NY,12775,SULLIVAN,36105,-74.5881127,41.6237115
4233,SYRACUSE COMMUNITY HEALTH CENTER - CENTRAL,315-476-7921,819 SALINA STREET,SYRACUSE,NY,13202,ONONDAGA,36067,-76.1500538,43.0399159
4270,UNITED MEDICAL ASSOCIATES PRIMARY CARE,607-754-7171,1302 EAST MAIN STREET,ENDICOTT,NY,13760,BROOME,36007,-76.0473104,42.0986026
4271,EXTENDED MEDICAL SERVICES PROFESSIONAL MEDICAL SERVICES,585-671-4660,811 RIDGE ROAD,WEBSTER,NY,14580,MONROE,36055,-77.4763182,43.2036951
4333,CORTLAND CONVENIENT CARE CENTER,607-758-7200,1129 COMMONS AVENUE,CORTLAND,NY,13045,CORTLAND,36023,-76.2000735,42.6055012
4337,CONCENTRA MEDICAL CENTER - ALBANY,518-452-7030,10B MADISON AVENUE EXTENSION,ALBANY,NY,12203,ALBANY,36001,-73.872943,42.7126406
4356,FIRST STOP MEDICAL CARE,518-452-2597,1971 WESTERN AVENUE,ALBANY,NY,12203,ALBANY,36001,-73.8787924,42.6951899
4388,LOURDES PRIMARY CARE ASSOCIATES,607-786-1801,415 EAST MAIN STREET,ENDICOTT,NY,13760,BROOME,36007,-76.058895,42.0953025
4389,EXPRESS PEDIATRICS WALK IN URGENT CARE,845-897-4500,1989 STATE ROUTE 52,HOPEWELL JUNCTION,NY,12533,DUTCHESS,36027,-73.8355582,41.5422439
4390,WESTERN NEW YORK IMMEDIATE CARE - WILLIAMSVILLE,716-204-2273,7616 TRANSIT ROAD,WILLIAMSVILLE,NY,14221,ERIE,36029,-78.6974502,42.9756011
4393,MEDICUS IMMEDIATE AND HEALTH CARE SERVICES,845-297-2511,1530 UNITED STATES HIGHWAY 9,WAPPINGERS FALLS,NY,12590,DUTCHESS,36027,-73.9089339,41.5934149
4395,COMMUNITY CARE PHYSICIANS,518-782-3700,711 TROY SCHENECTADY ROAD,LATHAM,NY,12110,ALBANY,36001,-73.777486,42.7581392
4396,SALEM FAMILY HEALTH CENTER,518-854-3821,213 MAIN STREET,SALEM,NY,12865,WASHINGTON,36115,-73.3280709,43.1731855
4398,MEDICUS,845-485-4455,1110 STATE HIGHWAY 55,LAGRANGEVILLE,NY,12540,DUTCHESS,36027,-73.8019103,41.6716901
4400,URGENT CARE OF SOUTHERN SARATOGA,518-688-1380,1770 UNITED STATES HIGHWAY 9,CLIFTON PARK,NY,12065,SARATOGA,36091,-73.7742454,42.8764489
4401,INDEPENDENT PHYSICIANS URGENT CARE,315-793-8856,1904 GENESEE STREET,UTICA,NY,13502,ONEIDA,36065,-75.2598452,43.0876904
4419,FOXNOW WALK-IN HEALTHCARE,607-431-5052,739 STATE ROUTE 28,ONEONTA,NY,13820,OTSEGO,36077,-75.0540833,42.446999
4422,WESTERN NEW YORK IMMEDIATE CARE - ORCHARD PARK,716-675-3700,3050 ORCHARD PARK ROAD,BUFFALO,NY,14224,ERIE,36029,-78.7547795,42.8021105
4423,EMERGENCY ONE URGENT CARE,845-229-2602,4250 ALBANY POST ROAD,HYDE PARK,NY,12538,DUTCHESS,36027,-73.9318615,41.7817196
4424,UNITED MEDICAL ASSOCIATES PRIMARY CARE,607-648-6667,91 CHENANGO BRIDGE ROAD,BINGHAMTON,NY,13901,BROOME,36007,-75.8792427,42.1693453
4475,MALTA MEDICAL CARE,518-899-5002,2554 UNITED STATES HIGHWAY 9,BALLSTON SPA,NY,12020,SARATOGA,36091,-73.7907514,42.9756123
4499,HEALTHWORKS / THOMPSON HEALTH SAME DAY CARE CENTER,585-924-1510,1160 CORPORATE DRIVE,FARMINGTON,NY,14425,ONTARIO,36069,-77.3587531,42.9805811
4520,CONCENTRA URGENT CARE - ROCHESTER,585-458-7910,687 LEE ROAD,ROCHESTER,NY,14606,MONROE,36055,-77.6812097,43.1785912
4523,AFTERHOURS MEDICAL CARE,585-338-1200,1850 BRIGHTON HENRIETTA TOWN LINE ROAD,ROCHESTER,NY,14623,MONROE,36055,-77.6277315,43.0947574
4524,NORTHEAST MEDICAL URGENT CARE,315-637-7800,4103 MEDICAL CENTER DRIVE,FAYETTEVILLE,NY,13066,ONONDAGA,36067,-76.0228602,43.0396121
4532,LIFETIME HEALTH MEDICAL GROUP DOING BUSINESS AS AFTERHOURS URGENT CARE,585-338-1400,800 CARTER STREET,ROCHESTER,NY,14621,MONROE,36055,-77.5909504,43.1924609
4538,CRYSTAL RUN HEALTHCARE - URGENT CARE,845-703-6333,155 CRYSTAL RUN ROAD,MIDDLETOWN,NY,10941,ORANGE,36071,-74.356994,41.4523086
4542,MIDDLETOWN MEDICAL CENTER WALK IN CLINIC,845-342-4774,111 MALTESE DRIVE,MIDDLETOWN,NY,10940,ORANGE,36071,-74.3862513,41.4569997
4548,EXCEL URGENT CARE OF GOSHEN,845-360-5530,1 HATFIELD LANE,GOSHEN,NY,10924,ORANGE,36071,-74.3370946,41.3924759
4555,IMMEDIATE CARE EAST WALK IN MEDICAL TREATMENT PROFESSIONAL LIMITED LIABILITY COMPANY,585-398-1275,1600 MOSELEY ROAD,VICTOR,NY,14564,MONROE,36055,-77.4501928,43.038048
4570,PRIME MERIDIAN PEDIATRICS - ROCKLAND,845-357-5437,15 INDIAN ROCK,SUFFERN,NY,10901,ROCKLAND,36087,-74.1294501,41.113332
4579,UNITED STATES GOVERNMENT ACUTE CARE CLINIC-DOD,315-772-5236,11050 MOUNT BELVEDERE BOULEVARD,FORT DRUM,NY,13602,JEFFERSON,36045,-75.8041989,44.0459734
4604,CAMBRIDGE FAMILY HEALTH CENTER,518-677-3961,35 GILBERT STREET,CAMBRIDGE,NY,12816,WASHINGTON,36115,-73.3731875,43.0243781
4607,ON-CALL MEDICAL SERVICES,518-286-3000,76 NORTH GREENBUSH ROAD,TROY,NY,12180,RENSSELAER,36083,-73.6873914,42.6916608
4612,SURYA IMMEDIATE MEDICAL CARE,518-867-8080,1182 TROY SCHENECTADY ROAD,LATHAM,NY,12110,ALBANY,36001,-73.8220359,42.7699334
4627,MOUNTAIN MEDICAL SERVICES URGENT CARE - SARANAC LAKE,518-897-1000,354 BROADWAY,SARANAC LAKE,NY,12983,FRANKLIN,36033,-74.1394347,44.3366748
4689,MEDREADY MEDICAL GROUP - URGENT CARE,315-779-1104,19472 UNITED STATES HIGHWAY 11,WATERTOWN,NY,13601,JEFFERSON,36045,-75.9139454,43.9483639
4714,HORNELL SURGICAL GROUP,607-324-1000,32 GENESEE STREET,HORNELL,NY,14843,STEUBEN,36101,-77.6593448,42.3287075
4725,OCCUPATIONAL MEDICINE ASSOCIATES OF NORTHERN NEW YORK,315-782-9125,200 MULLIN STREET,WATERTOWN,NY,13601,JEFFERSON,36045,-75.915811,43.9715384
4732,URGENT CARE NORTH COUNTRY,315-786-3436,21017 STATE HIGHWAY 12F,WATERTOWN,NY,13601,JEFFERSON,36045,-75.9513143,43.9912662
4738,CAYUGA MEDICAL CENTER CONVENIENT CARE CENTER,607-274-4150,10 ARROWOOD DRIVE,ITHACA,NY,14850,TOMPKINS,36109,-76.4663664,42.4800144
4767,HEALTHCARE MEDICAL ASSOCIATION,845-426-5500,2 PERLMAN DRIVE,SPRING VALLEY,NY,10977,ROCKLAND,36087,-74.0320911,41.1051165
4768,GUTHRIE - STEUBEN MEDICAL,607-973-8600,123 CONHOCTON STREET,CORNING,NY,14830,STEUBEN,36101,-77.0414134,42.140678
4769,URGICARE OF THE NORTHEAST,518-563-5900,79 HAMMOND LANE,PLATTSBURGH,NY,12901,CLINTON,36019,-73.5000839,44.6918432
4770,ONEONTA URGENT CARE,607-433-6400,1 ASSOCIATE DRIVE,ONEONTA,NY,13820,OTSEGO,36077,-75.0845517,42.4451255
4771,FIRSTCARE WALK-IN MEDICAL CENTER,845-691-3627,222 STATE ROUTE 299,HIGHLAND,NY,12528,ULSTER,36111,-73.9962044,41.7429139
4772,ANDERSON MEDICAL DOING BUSINESS AS EMERGENCY ONE,845-338-5600,40 HURLEY AVENUE,KINGSTON,NY,12401,ULSTER,36111,-74.0273298,41.9363272
4773,HUDSON HEADWATERS HEALTH NETWORK,518-761-0300,100 BROAD STREET,GLENS FALLS,NY,12801,WARREN,36113,-73.6543705,43.3056961
4774,CONVENIENT MEDICAL CARE,518-792-2181,319 BAY ROAD,QUEENSBURY,NY,12804,WARREN,36113,-73.6530729,43.3307815
4775,WILTON MEDICAL ARTS,518-580-2273,3040 STATE ROUTE 50,SARATOGA SPRINGS,NY,12866,SARATOGA,36091,-73.7450597,43.1027872
4776,CLIFTON PARK URGENT CARE CENTER,518-373-4444,1 TALLOW WOOD DRIVE,CLIFTON PARK,NY,12065,SARATOGA,36091,-73.7881673,42.8650233
4777,MOHAWK GLEN URGENT CARE,315-337-2156,91 PERIMETER ROAD,ROME,NY,13441,ONEIDA,36065,-75.4302642,43.2271458
4778,MALTA MEDICAL ARTS,518-580-2626,2388 UNITED STATES HIGHWAY 9,MECHANICVILLE,NY,12118,SARATOGA,36091,-73.7914213,42.9596758
4782,URGENT AND PRIMARY CARE,518-479-5240,598 COLUMBIA TURNPIKE,EAST GREENBUSH,NY,12061,RENSSELAER,36083,-73.7102817,42.5982389
4783,SLOCUM DICKSON MEDICAL GROUP - URGENT CARE,315-798-1432,1729 BURRSTONE ROAD,NEW HARTFORD,NY,13413,ONEIDA,36065,-75.2794642,43.0931544
4784,GUTHRIE MEDICAL GROUP,607-936-9971,130 CENTER WAY,CORNING,NY,14830,STEUBEN,36101,-77.0521509,42.1489168
4785,BASSET HEALTH CARE - HERKIMER,315-867-2700,321 EAST ALBANY STREET,HERKIMER,NY,13350,HERKIMER,36043,-74.9827426,43.0275826
